ground_truth_component,predicted_component,ground_truth_value,predicted_value,embedding_similarity,cosine,euclidean,manhattan,dot_product,chebyshev,minkowski,canberra,braycurtis,jaccard,hamming,wasserstein,jensenshannon
Spacecraft,Power System,1,1,0.1617380146610251,0.1617380146610251,0.43576657618957004,0.02421366181861264,0.16173801466102508,0.8944310477159436,0.43576657618957004,0.0009246006969262204,0.53746897415145,1.0,0.5,0.0008885243506229956,inf
Spacecraft,Communication System,1,1,0.25752676927890183,0.25752676927890183,0.45073799098774897,0.025503802064772322,0.2575267692789019,0.888794641127875,0.45073799098774897,0.0009551027283594141,0.5575122248269282,1.0,0.5,0.0007408930242630937,inf
Spacecraft,Navigation System,1,1,0.28837349586571037,0.28837349586571037,0.4559959922078927,0.026378010859046692,0.28837349586571037,0.8974717401277975,0.4559959922078927,0.0009785494608630949,0.5700064928398543,1.0,0.5,0.0010953272266497707,inf
Spacecraft,Computer System,1,1,0.23352350784200215,0.23352350784200215,0.44680261779257396,0.02531332600560097,0.23352350784200218,0.8904024409195342,0.44680261779257396,0.0009626799552294043,0.5537029886583268,1.0,0.5,0.000933605102109159,inf
Spacecraft,Mechanical Structure,1,1,0.2906758218855794,0.2906758218855794,0.456397960746924,0.025919213991477025,0.29067582188557933,0.912003533628446,0.456397960746924,0.0009602718374778831,0.5644274818311009,1.0,0.5,0.0007858831801568938,inf
Spacecraft,Thermal Control System,1,1,0.18596047579842645,0.18596047579842645,0.43937464451487823,0.024802661745132955,0.1859604757984265,0.876020811674956,0.43937464451487823,0.0009516197034762422,0.5440293538623587,1.0,0.5,0.0008229234428955099,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Power System,1,1,0.23896111683055477,0.23896111683055477,0.44768264778070727,0.025915383231009413,0.23896111683055488,0.8806193629023753,0.44768264778070727,0.0009679440614658971,0.5584454660987808,1.0,0.5,0.0006195261136845427,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Communication System,1,1,0.39110332725973207,0.39110332725973207,0.47538984491106323,0.028696812392284003,0.39110332725973207,0.8856428522255209,0.47538984491106323,0.0010352497132505073,0.598641635849133,1.0,0.5,0.000626385721243848,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Navigation System,1,1,0.4936833544437913,0.4936833544437913,0.49843072720986503,0.031031366911072628,0.4936833544437912,0.9171222241400816,0.49843072720986503,0.0010732525659330084,0.6263920174422503,1.0,0.5,0.0007788531583076488,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Computer System,1,1,0.336891971597979,0.336891971597979,0.46476727001075163,0.027418997193653025,0.33689197159797896,0.9009556245395924,0.46476727001075163,0.0010066090402760096,0.5845103352341525,1.0,0.5,0.0009674892121331869,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Mechanical Structure,1,1,0.2757166289497177,0.2757166289497177,0.4538102451093538,0.025796856264046472,0.27571662894971766,0.9101809015672451,0.4538102451093538,0.0009648387742059865,0.5616400434753812,1.0,0.5,0.0005603969381121249,inf
"Guidance, Navigation, and Control (GNC) Subsystem",Thermal Control System,1,1,0.41954538285477894,0.41954538285477894,0.4813582065429903,0.029695873182480903,0.419545382854779,0.8922391700676465,0.4813582065429903,0.0010691040999212587,0.6104767996566643,1.0,0.5,0.0009826360111383134,inf
Propulsion Subsystem,Power System,1,1,0.46032319003388156,0.46032319003388156,0.49045585579214984,0.02976610481357901,0.4603231900338814,0.899820283633357,0.49045585579214984,0.001033237553910233,0.6136156870172474,1.0,0.5,0.0010108203870776338,inf
Propulsion Subsystem,Communication System,1,1,0.3262007197571192,0.3262007197571192,0.4627784644678872,0.027119498476911252,0.3262007197571192,0.8951179804409343,0.4627784644678872,0.0009971475612309422,0.5813854280145059,1.0,0.5,0.0007974695700288712,inf
Propulsion Subsystem,Navigation System,1,1,0.3994551896448826,0.3994551896448826,0.47711234726804264,0.028866597891839808,0.39945518964488264,0.9106111105242448,0.47711234726804264,0.0010402548103504187,0.60241243208561,1.0,0.5,0.0008792129107864826,inf
Propulsion Subsystem,Computer System,1,1,0.316148209185233,0.316148209185233,0.4609381246873585,0.027025866652242322,0.316148209185233,0.898839280633929,0.4609381246873585,0.001012269867088912,0.5806236000724484,1.0,0.5,0.0008873433728690362,inf
Propulsion Subsystem,Mechanical Structure,1,1,0.36309721916276316,0.36309721916276316,0.4697857375140697,0.02811935052479047,0.36309721916276316,0.8887230246650075,0.4697857375140697,0.0010313204949263801,0.5919239172275327,1.0,0.5,0.0007609824631516669,inf
Propulsion Subsystem,Thermal Control System,1,1,0.4317303078380256,0.4317303078380256,0.48400695163186463,0.02932857855931428,0.4317303078380256,0.9170420852747628,0.48400695163186463,0.0010517664985160878,0.6097318295951379,1.0,0.5,0.0009092463022587851,inf
Power Subsystem,Power System,1,1,0.7861567318960745,0.7861567318960745,0.6046031459841636,0.04663242714563914,0.7861567318960745,0.9394853321305823,0.6046031459841636,0.0013590640380372343,0.7378494690467847,1.0,0.5,0.0009253233795266289,inf
Power Subsystem,Communication System,1,1,0.41413976323176493,0.41413976323176493,0.48020120888702816,0.029215071464609037,0.41413976323176493,0.9059204944857214,0.48020120888702816,0.001039174544492062,0.6037947522732252,1.0,0.5,0.000850889572094892,inf
Power Subsystem,Navigation System,1,1,0.29621611180074225,0.29621611180074225,0.45737082354772146,0.026528018649831515,0.29621611180074225,0.898687433469422,0.45737082354772146,0.0009857825993566664,0.5667890228923086,1.0,0.5,0.0010350181899031097,inf
Power Subsystem,Computer System,1,1,0.39483406331566173,0.39483406331566173,0.47615627540214533,0.028743903079496085,0.3948340633156618,0.9044418411595275,0.47615627540214533,0.0010397363089620444,0.6013278170354838,1.0,0.5,0.00084578033331469,inf
Power Subsystem,Mechanical Structure,1,1,0.3491975001210037,0.3491975001210037,0.4670978438640723,0.02788026319310454,0.34919750012100376,0.9038069632411186,0.4670978438640723,0.0010155351590017028,0.5878914901316804,1.0,0.5,0.0007689707455572999,inf
Power Subsystem,Thermal Control System,1,1,0.40922963247840993,0.40922963247840993,0.4791596638662031,0.029153137637883016,0.4092296324784101,0.8784264662685555,0.4791596638662031,0.001049023315602221,0.6078923446741632,1.0,0.5,0.0008361307015882788,inf
