ground_truth_component,predicted_component,ground_truth_value,predicted_value,embedding_similarity,cosine,euclidean,manhattan,dot_product,chebyshev,minkowski,canberra,braycurtis,jaccard,hamming,wasserstein,jensenshannon
Bit,Motor,1,1,0.29666785133199935,0.29666785133199935,0.457450517536261,0.026414033151622007,0.2966678513319993,0.9062986465569309,0.457450517536261,0.0009908574729629786,0.5696173686520033,1.0,0.5,0.0009410209495808173,inf
Bit,Housing,1,1,0.20274712102274295,0.20274712102274295,0.4419425816449135,0.02528216163853659,0.20274712102274295,0.884475034949942,0.4419425816449135,0.0009704877098977624,0.5516064673765967,1.0,0.5,0.0012631719601208973,inf
Bit,Ring Gear,1,1,0.1965717824783988,0.1965717824783988,0.4409913003700503,0.024673690496949705,0.19657178247839882,0.8776861577891937,0.4409913003700503,0.0009384940230714579,0.5401322126762852,1.0,0.5,0.000934272702239742,inf
Bit,Clip,1,1,0.3426898702307549,0.3426898702307549,0.4658597142672208,0.02720513765548595,0.3426898702307549,0.8848947679661748,0.4658597142672208,0.0009977413250424224,0.5809987463937762,1.0,0.5,0.0009888405361166974,inf
Bit,Battery,1,1,0.42541735823615356,0.42541735823615356,0.4826275220343533,0.029064659947678432,0.4254173582361536,0.9179919860275315,0.4826275220343533,0.001039489636009168,0.6057428992515237,1.0,0.5,0.000921582605699929,inf
Bit,Switch,1,1,0.4014779578203007,0.4014779578203007,0.47753322796413766,0.028789947510093134,0.40147795782030066,0.9090259169660392,0.47753322796413766,0.0010363095541464325,0.6021666008836399,1.0,0.5,0.0007391292057929988,inf
Bit,Screwdriver Bit,1,1,0.432666873991405,0.432666873991405,0.4842129220370595,0.02948572881823995,0.432666873991405,0.9100266099485342,0.4842129220370595,0.0010478915077757887,0.6087744333585364,1.0,0.5,0.0009557906099075793,inf
Transmission,Motor,1,1,0.4491766487902502,0.4491766487902502,0.4879016076166797,0.02982760060857244,0.44917664879025027,0.9034610153287895,0.4879016076166797,0.0010663229998054823,0.6157742352454321,1.0,0.5,0.0009172478265634011,inf
Transmission,Housing,1,1,0.24489268210577242,0.24489268210577242,0.44865021755953144,0.025847522070913224,0.24489268210577247,0.8775433151976978,0.44865021755953144,0.000980212252438704,0.5625255950205972,1.0,0.5,0.0007897958889436414,inf
Transmission,Ring Gear,1,1,0.39113210120276665,0.39113210120276665,0.4753957331703546,0.02839108637713013,0.3911321012027666,0.8981322122965373,0.4753957331703546,0.0010277817290669819,0.5985477023860288,1.0,0.5,0.0006688301469033315,inf
Transmission,Clip,1,1,0.2727009961139164,0.2727009961139164,0.45329534746206845,0.02611789547042629,0.27270099611391646,0.881245372985424,0.45329534746206845,0.0009841612438929285,0.5645951241872601,1.0,0.5,0.0008350349213751927,inf
Transmission,Battery,1,1,0.3862575813718818,0.3862575813718818,0.47440150568929323,0.028308329873570914,0.3862575813718818,0.9088274503471652,0.47440150568929323,0.0010321568243774827,0.5970410651764858,1.0,0.5,0.001000657532028269,inf
Transmission,Switch,1,1,0.5345674837588592,0.5345674837588592,0.5089541638727919,0.03240364639777696,0.5345674837588592,0.9180993843126918,0.5089541638727919,0.0011060550903178915,0.6397351397324197,1.0,0.5,0.0006931921255833493,inf
Transmission,Screwdriver Bit,1,1,0.21149944065510184,0.21149944065510184,0.44330425037628096,0.025637490881455963,0.2114994406551019,0.8746234105611443,0.44330425037628096,0.00098286779858224,0.5552509203410609,1.0,0.5,0.0006863523077977138,inf
Motor,Motor,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf
Motor,Housing,1,1,0.20855196162659828,0.20855196162659828,0.44284391741669266,0.02525022445837011,0.2085519616265983,0.8903788905595699,0.44284391741669266,0.0009757428739142852,0.5542901601510299,1.0,0.5,0.0011452083914766926,inf
Motor,Ring Gear,1,1,0.36632970322768943,0.36632970322768943,0.4704194945304356,0.027556480309817753,0.3663297032276894,0.9061024367191003,0.4704194945304356,0.0010098047918227879,0.589604188553438,1.0,0.5,0.0007733860160576234,inf
Motor,Clip,1,1,0.23551427576980588,0.23551427576980588,0.44712402888501673,0.025319744016917983,0.23551427576980583,0.8978739257236106,0.44712402888501673,0.0009695526787418522,0.5560430860319522,1.0,0.5,0.0008228853504312172,inf
Motor,Battery,1,1,0.5389056373071401,0.5389056373071401,0.5101242954153954,0.03277151788058726,0.5389056373071401,0.9195593610982227,0.5101242954153954,0.0011348512865269546,0.6470085534804726,1.0,0.5,0.0005620359723964206,inf
Motor,Switch,1,1,0.4258352295408927,0.4258352295408927,0.48271834392161284,0.02982326092710871,0.42583522954089265,0.90478722178291,0.48271834392161284,0.0010694347497577357,0.6142831921081466,1.0,0.5,0.0008145872495057097,inf
Motor,Screwdriver Bit,1,1,0.2779736263384225,0.2779736263384225,0.45419706598978127,0.02611989274337482,0.2779736263384225,0.8949011039697427,0.45419706598978127,0.0009869968270723505,0.5689200329099561,1.0,0.5,0.0009907011499148397,inf
